305;11;5735;Mon May 20 2019 01:10:33 GMT+0200 (Central European Summer Time);20h 37min;64.30;55.00
305;11;5735;Tue May 21 2019 20:58:24 GMT+0200 (Central European Summer Time);31h 49min;63.30;54.20
305;11;5735;Mon May 20 2019 22:07:39 GMT+0200 (Central European Summer Time);0h 3min;51.20;0
301;6;5734;Fri May 03 2019 09:16:14 GMT+0200 (Central European Summer Time);31h 47min;63.90;57.00
301;6;5735;Fri May 17 2019 07:25:19 GMT+0200 (Central European Summer Time);31h 47min;59.20;51.00
305;12;5735;Mon May 20 2019 22:07:39 GMT+0200 (Central European Summer Time);0h 3min;49.80;0
301;7;5734;Tue Apr 30 2019 23:12:14 GMT+0200 (Central European Summer Time);31h 45min;62.30;58.20
301;7;5735;Wed May 08 2019 14:38:46 GMT+0200 (Central European Summer Time);31h 45min;60.10;53.70
301;7;5735;Wed May 15 2019 20:34:33 GMT+0200 (Central European Summer Time);31h 45min;31.40;28.10
306;10;5734;Thu May 02 2019 09:05:28 GMT+0200 (Central European Summer Time);30h 27min;61.60;56.80
306;11;5734;Mon May 13 2019 10:48:11 GMT+0200 (Central European Summer Time);30h 8min;63.00;52.30
306;11;5735;Mon May 20 2019 02:26:57 GMT+0200 (Central European Summer Time);31h 45min;64.10;50.30
306;11;5735;Fri May 10 2019 03:20:21 GMT+0200 (Central European Summer Time);31h 45min;64.10;50.80
306;11;5735;Fri May 17 2019 09:17:49 GMT+0200 (Central European Summer Time);32h 16min;63.10;51.00
306;11;5735;Wed May 08 2019 15:14:58 GMT+0200 (Central European Summer Time);31h 45min;64.50;52.60
306;12;5734;Mon May 13 2019 10:43:10 GMT+0200 (Central European Summer Time);30h 8min;60.70;49.30
306;12;5735;Tue May 07 2019 02:21:51 GMT+0200 (Central European Summer Time);31h 45min;59.00;49.30
306;12;5735;Fri May 10 2019 03:15:19 GMT+0200 (Central European Summer Time);31h 45min;62.00;48.80
306;12;5735;Fri May 17 2019 09:12:48 GMT+0200 (Central European Summer Time);32h 17min;59.20;47.80
306;12;5735;Tue May 21 2019 15:29:56 GMT+0200 (Central European Summer Time);31h 45min;62.70;47.80
307;1;5734;Mon May 13 2019 03:53:49 GMT+0200 (Central European Summer Time);30h 8min;52.90;53.90
307;1;5734;Tue May 14 2019 21:21:56 GMT+0200 (Central European Summer Time);30h 9min;58.20;50.70
307;1;5735;Wed May 08 2019 04:20:54 GMT+0200 (Central European Summer Time);31h 44min;56.70;49.50
307;1;5735;Thu May 23 2019 16:19:04 GMT+0200 (Central European Summer Time);31h 48min;58.50;53.30
307;1;5735;Sat May 18 2019 18:22:46 GMT+0200 (Central European Summer Time);31h 44min;56.40;50.60
307;1;5735;Thu May 09 2019 22:15:27 GMT+0200 (Central European Summer Time);31h 44min;58.50;49.30
307;2;5734;Mon May 13 2019 03:48:40 GMT+0200 (Central European Summer Time);30h 7min;56.60;53.50
307;2;5734;Tue May 14 2019 21:16:47 GMT+0200 (Central European Summer Time);30h 9min;62.30;52.40
307;2;5735;Wed May 08 2019 04:15:46 GMT+0200 (Central European Summer Time);31h 45min;58.20;52.30
307;2;5735;Sat May 18 2019 18:17:42 GMT+0200 (Central European Summer Time);31h 44min;57.20;48.80
307;2;5735;Thu May 09 2019 22:10:21 GMT+0200 (Central European Summer Time);31h 44min;58.20;49.00
307;3;5734;Mon May 13 2019 03:43:37 GMT+0200 (Central European Summer Time);30h 10min;57.00;54.50
307;3;5734;Tue May 14 2019 21:11:41 GMT+0200 (Central European Summer Time);30h 11min;58.60;50.00
307;3;5735;Wed May 08 2019 04:10:43 GMT+0200 (Central European Summer Time);31h 45min;27.30;25.20
307;3;5735;Sat May 18 2019 18:12:34 GMT+0200 (Central European Summer Time);31h 45min;57.70;48.20
307;3;5735;Thu May 09 2019 22:05:14 GMT+0200 (Central European Summer Time);31h 45min;59.90;48.90
307;4;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;22.50;0
307;5;5735;Tue May 21 2019 01:07:05 GMT+0200 (Central European Summer Time);31h 45min;59.50;52.80
307;5;5735;Thu May 16 2019 13:31:10 GMT+0200 (Central European Summer Time);0h 0min;22.90;0
307;5;5735;Thu May 16 2019 16:15:19 GMT+0200 (Central European Summer Time);31h 45min;60.80;51.20
307;5;5735;Sat May 25 2019 18:13:18 GMT+0200 (Central European Summer Time);31h 53min;60.70;0
307;5;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;23.10;0
307;6;5735;Tue May 21 2019 01:01:59 GMT+0200 (Central European Summer Time);31h 48min;59.80;50.40
307;6;5735;Thu May 16 2019 13:31:10 GMT+0200 (Central European Summer Time);0h 0min;23.00;0
307;6;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;23.10;0
307;7;5735;Thu May 16 2019 13:31:16 GMT+0200 (Central European Summer Time);0h 0min;22.80;0
307;7;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;22.80;0
307;8;5735;Thu May 16 2019 13:31:16 GMT+0200 (Central European Summer Time);0h 0min;22.40;0
307;8;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;22.50;0
307;9;5735;Thu May 16 2019 13:31:16 GMT+0200 (Central European Summer Time);0h 0min;22.40;0
307;9;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;22.60;0
307;10;5735;Thu May 16 2019 13:31:16 GMT+0200 (Central European Summer Time);0h 0min;22.60;0
307;11;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;22.70;0
307;12;5735;Thu May 16 2019 13:31:16 GMT+0200 (Central European Summer Time);0h 0min;22.40;0
307;12;7;Thu May 16 2019 13:28:41 GMT+0200 (Central European Summer Time);0h 1min;22.60;0
308;4;5734;Fri May 03 2019 06:04:20 GMT+0200 (Central European Summer Time);31h 31min;60.30;56.40
308;4;5734;Tue Apr 30 2019 15:19:53 GMT+0200 (Central European Summer Time);31h 50min;61.10;57.70
308;4;5735;Sat May 25 2019 02:24:15 GMT+0200 (Central European Summer Time);31h 52min;60.70;49.60
308;4;5735;Wed May 08 2019 06:11:15 GMT+0200 (Central European Summer Time);31h 46min;59.20;50.40
308;4;5735;Fri May 17 2019 11:52:59 GMT+0200 (Central European Summer Time);31h 47min;59.40;50.90
308;4;5735;Wed May 15 2019 23:51:17 GMT+0200 (Central European Summer Time);31h 44min;60.80;50.80
308;5;5734;Mon May 13 2019 07:43:35 GMT+0200 (Central European Summer Time);30h 13min;58.60;55.00
308;5;5735;Fri May 10 2019 00:46:51 GMT+0200 (Central European Summer Time);31h 45min;60.80;51.90
308;5;5735;Mon May 20 2019 03:54:16 GMT+0200 (Central European Summer Time);31h 45min;57.70;46.60
308;5;5735;Thu May 23 2019 07:45:35 GMT+0200 (Central European Summer Time);31h 45min;59.60;49.70
308;5;5735;Tue May 21 2019 17:23:38 GMT+0200 (Central European Summer Time);31h 45min;58.60;50.10
301;9;5734;Fri May 03 2019 09:00:54 GMT+0200 (Central European Summer Time);31h 1min;64.30;56.20
301;9;5734;Tue Apr 30 2019 23:01:58 GMT+0200 (Central European Summer Time);33h 35min;61.80;58.20
301;9;5735;Tue May 07 2019 01:02:09 GMT+0200 (Central European Summer Time);32h 30min;62.70;55.50
301;9;5735;Thu May 23 2019 04:59:47 GMT+0200 (Central European Summer Time);31h 45min;66.10;51.80
301;9;5735;Wed May 08 2019 14:28:37 GMT+0200 (Central European Summer Time);31h 45min;62.30;53.20
301;9;5735;Wed May 15 2019 20:24:19 GMT+0200 (Central European Summer Time);31h 45min;62.30;50.70
308;6;5734;Fri May 03 2019 05:54:08 GMT+0200 (Central European Summer Time);30h 55min;60.10;56.30
308;6;5734;Tue Apr 30 2019 15:09:42 GMT+0200 (Central European Summer Time);33h 20min;64.40;58.80
308;6;5735;Sat May 25 2019 02:14:03 GMT+0200 (Central European Summer Time);31h 56min;59.70;50.60
308;6;5735;Wed May 08 2019 06:01:03 GMT+0200 (Central European Summer Time);31h 50min;57.70;48.70
308;6;5735;Wed May 15 2019 23:41:07 GMT+0200 (Central European Summer Time);31h 50min;58.50;50.40
308;7;5734;Mon May 13 2019 07:33:23 GMT+0200 (Central European Summer Time);30h 8min;59.10;55.40
308;7;5735;Fri May 10 2019 00:36:44 GMT+0200 (Central European Summer Time);31h 45min;62.40;52.70
308;7;5735;Mon May 20 2019 03:44:06 GMT+0200 (Central European Summer Time);31h 45min;60.40;46.70
308;7;5735;Thu May 23 2019 07:35:28 GMT+0200 (Central European Summer Time);31h 45min;61.40;51.30
308;7;5735;Tue May 21 2019 17:13:29 GMT+0200 (Central European Summer Time);31h 45min;54.50;45.70
308;8;5734;Fri May 03 2019 05:43:56 GMT+0200 (Central European Summer Time);30h 32min;61.70;56.70
308;8;5734;Tue Apr 30 2019 14:59:35 GMT+0200 (Central European Summer Time);32h 30min;65.00;58.20
308;8;5735;Sat May 25 2019 02:03:56 GMT+0200 (Central European Summer Time);31h 50min;62.40;52.80
308;8;5735;Wed May 08 2019 05:50:55 GMT+0200 (Central European Summer Time);31h 45min;62.00;50.80
308;8;5735;Wed May 15 2019 23:30:54 GMT+0200 (Central European Summer Time);31h 45min;61.50;52.20
308;9;5734;Mon May 13 2019 07:23:13 GMT+0200 (Central European Summer Time);30h 8min;59.90;55.50
308;9;5735;Fri May 10 2019 00:26:31 GMT+0200 (Central European Summer Time);31h 45min;62.70;51.60
308;9;5735;Mon May 20 2019 03:33:52 GMT+0200 (Central European Summer Time);32h 38min;60.80;57.80
308;9;5735;Thu May 23 2019 07:25:15 GMT+0200 (Central European Summer Time);31h 43min;65.40;53.10
308;9;5735;Tue May 21 2019 17:03:19 GMT+0200 (Central European Summer Time);31h 45min;61.60;49.80
308;10;5734;Fri May 03 2019 05:33:45 GMT+0200 (Central European Summer Time);31h 39min;63.00;56.80
308;10;5734;Mon May 13 2019 07:18:08 GMT+0200 (Central European Summer Time);30h 30min;62.00;56.30
308;10;5735;Fri May 10 2019 00:21:27 GMT+0200 (Central European Summer Time);31h 44min;63.60;53.00
308;10;5735;Mon May 20 2019 03:28:48 GMT+0200 (Central European Summer Time);31h 44min;61.60;49.20
308;10;5735;Fri May 17 2019 11:11:50 GMT+0200 (Central European Summer Time);31h 44min;62.70;52.30
308;10;5735;Wed May 15 2019 23:20:44 GMT+0200 (Central European Summer Time);31h 44min;62.50;52.90
308;11;5734;Mon May 13 2019 07:13:02 GMT+0200 (Central European Summer Time);30h 16min;60.00;56.00
308;11;5735;Fri May 10 2019 00:16:23 GMT+0200 (Central European Summer Time);31h 45min;63.80;51.60
308;11;5735;Mon May 20 2019 03:23:45 GMT+0200 (Central European Summer Time);32h 15min;62.40;56.10
308;11;5735;Thu May 23 2019 07:15:04 GMT+0200 (Central European Summer Time);31h 45min;63.90;52.20
308;11;5735;Tue May 21 2019 16:53:09 GMT+0200 (Central European Summer Time);31h 45min;64.60;51.60
308;12;5734;Fri May 03 2019 05:23:38 GMT+0200 (Central European Summer Time);30h 27min;61.50;56.10
308;12;5734;Tue Apr 30 2019 14:39:15 GMT+0200 (Central European Summer Time);30h 16min;60.60;55.60
308;12;5735;Sat May 25 2019 01:43:33 GMT+0200 (Central European Summer Time);31h 50min;62.30;51.60
308;12;5735;Wed May 08 2019 05:30:35 GMT+0200 (Central European Summer Time);31h 45min;62.50;50.90
308;12;5735;Fri May 17 2019 11:01:47 GMT+0200 (Central European Summer Time);31h 45min;61.30;51.20
308;12;5735;Wed May 15 2019 23:10:35 GMT+0200 (Central European Summer Time);31h 45min;61.30;48.60
309;1;5735;Thu May 16 2019 01:20:28 GMT+0200 (Central European Summer Time);31h 46min;57.50;51.10
309;1;5735;Mon May 20 2019 05:37:08 GMT+0200 (Central European Summer Time);31h 45min;56.90;53.70
309;1;5735;Mon May 06 2019 10:08:15 GMT+0200 (Central European Summer Time);31h 47min;58.90;56.10
309;1;5735;Fri May 17 2019 15:32:15 GMT+0200 (Central European Summer Time);31h 45min;59.10;51.80
309;1;5735;Tue May 21 2019 18:41:39 GMT+0200 (Central European Summer Time);31h 45min;55.30;50.20
309;1;5735;Mon Apr 29 2019 21:53:32 GMT+0200 (Central European Summer Time);32h 44min;57.70;57.10
309;2;5735;Thu May 16 2019 01:15:22 GMT+0200 (Central European Summer Time);31h 46min;61.70;55.60
309;2;5735;Mon May 20 2019 05:32:03 GMT+0200 (Central European Summer Time);31h 45min;61.70;55.80
309;2;5735;Mon May 06 2019 10:03:10 GMT+0200 (Central European Summer Time);31h 49min;59.80;56.10
309;2;5735;Fri May 17 2019 15:27:06 GMT+0200 (Central European Summer Time);31h 45min;63.70;53.40
309;2;5735;Tue May 21 2019 18:36:34 GMT+0200 (Central European Summer Time);31h 43min;60.60;54.30
309;2;5735;Mon Apr 29 2019 21:48:31 GMT+0200 (Central European Summer Time);33h 5min;61.20;57.20
309;3;5735;Thu May 16 2019 01:10:18 GMT+0200 (Central European Summer Time);31h 46min;61.00;54.70
309;3;5735;Mon May 20 2019 05:26:58 GMT+0200 (Central European Summer Time);31h 44min;58.60;52.30
309;3;5735;Mon May 06 2019 09:58:05 GMT+0200 (Central European Summer Time);31h 49min;60.40;56.40
309;3;5735;Fri May 17 2019 15:22:01 GMT+0200 (Central European Summer Time);31h 45min;60.70;52.50
309;3;5735;Tue May 21 2019 18:31:30 GMT+0200 (Central European Summer Time);31h 45min;60.10;53.20
